;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 5/10/2017 9:00:36 AM
;----------------------------------------------

;Address Opcode 	ASM
;lm35.c,26 :: 		while(1)
L_main0:
;lm35.c,28 :: 		int res = 0;
;lm35.c,30 :: 		res = ADC_Read(0);
0x0718	0x2422    	CLR        R2
0x071A	0xDFA3    	RCALL      _ADC_Read+0
;lm35.c,32 :: 		res = res * 4.88;
0x071C	0xE020    	LDI        R18, 0
0x071E	0xFD17    	SBRC       R17, 7
0x0720	0xEF2F    	LDI        R18, 255
0x0722	0x2F32    	MOV        R19, R18
0x0724	0xDD70    	RCALL      _float_slong2fp+0
0x0726	0xEF46    	LDI        R20, 246
0x0728	0xE258    	LDI        R21, 40
0x072A	0xE96C    	LDI        R22, 156
0x072C	0xE470    	LDI        R23, 64
0x072E	0xDD98    	RCALL      _float_fpmul1+0
0x0730	0xDDA1    	RCALL      _float_fpint+0
0x0732	0x8308    	STD        Y+0, R16
0x0734	0x8319    	STD        Y+1, R17
;lm35.c,34 :: 		LCD_Chr(2,1,arr[res/1000%10]);
0x0736	0xEE48    	LDI        R20, 232
0x0738	0xE053    	LDI        R21, 3
0x073A	0xDD68    	RCALL      _Div_16x16_S+0
0x073C	0x018B    	MOVW       R16, R22
0x073E	0xE04A    	LDI        R20, 10
0x0740	0xE050    	LDI        R21, 0
0x0742	0xDD64    	RCALL      _Div_16x16_S+0
0x0744	0x018C    	MOVW       R16, R24
0x0746	0xE620    	LDI        R18, lo_addr(_arr+0)
0x0748	0xE030    	LDI        R19, hi_addr(_arr+0)
0x074A	0x01F8    	MOVW       R30, R16
0x074C	0x0FE2    	ADD        R30, R18
0x074E	0x1FF3    	ADC        R31, R19
0x0750	0x8100    	LD         R16, Z
0x0752	0x2E40    	MOV        R4, R16
0x0754	0xE0B1    	LDI        R27, 1
0x0756	0x2E3B    	MOV        R3, R27
0x0758	0xE0B2    	LDI        R27, 2
0x075A	0x2E2B    	MOV        R2, R27
0x075C	0xDF85    	RCALL      _Lcd_Chr+0
;lm35.c,35 :: 		LCD_Chr(2,2,arr[res/100%10]);
0x075E	0xE644    	LDI        R20, 100
0x0760	0xE050    	LDI        R21, 0
0x0762	0x8108    	LDD        R16, Y+0
0x0764	0x8119    	LDD        R17, Y+1
0x0766	0xDD52    	RCALL      _Div_16x16_S+0
0x0768	0x018B    	MOVW       R16, R22
0x076A	0xE04A    	LDI        R20, 10
0x076C	0xE050    	LDI        R21, 0
0x076E	0xDD4E    	RCALL      _Div_16x16_S+0
0x0770	0x018C    	MOVW       R16, R24
0x0772	0xE620    	LDI        R18, lo_addr(_arr+0)
0x0774	0xE030    	LDI        R19, hi_addr(_arr+0)
0x0776	0x01F8    	MOVW       R30, R16
0x0778	0x0FE2    	ADD        R30, R18
0x077A	0x1FF3    	ADC        R31, R19
0x077C	0x8100    	LD         R16, Z
0x077E	0x2E40    	MOV        R4, R16
0x0780	0xE0B2    	LDI        R27, 2
0x0782	0x2E3B    	MOV        R3, R27
0x0784	0xE0B2    	LDI        R27, 2
0x0786	0x2E2B    	MOV        R2, R27
0x0788	0xDF6F    	RCALL      _Lcd_Chr+0
;lm35.c,36 :: 		LCD_Chr(2,3,arr[res/10%10]);
0x078A	0xE04A    	LDI        R20, 10
0x078C	0xE050    	LDI        R21, 0
0x078E	0x8108    	LDD        R16, Y+0
0x0790	0x8119    	LDD        R17, Y+1
0x0792	0xDD3C    	RCALL      _Div_16x16_S+0
0x0794	0x018B    	MOVW       R16, R22
0x0796	0xE04A    	LDI        R20, 10
0x0798	0xE050    	LDI        R21, 0
0x079A	0xDD38    	RCALL      _Div_16x16_S+0
0x079C	0x018C    	MOVW       R16, R24
0x079E	0xE620    	LDI        R18, lo_addr(_arr+0)
0x07A0	0xE030    	LDI        R19, hi_addr(_arr+0)
0x07A2	0x01F8    	MOVW       R30, R16
0x07A4	0x0FE2    	ADD        R30, R18
0x07A6	0x1FF3    	ADC        R31, R19
0x07A8	0x8100    	LD         R16, Z
0x07AA	0x2E40    	MOV        R4, R16
0x07AC	0xE0B3    	LDI        R27, 3
0x07AE	0x2E3B    	MOV        R3, R27
0x07B0	0xE0B2    	LDI        R27, 2
0x07B2	0x2E2B    	MOV        R2, R27
0x07B4	0xDF59    	RCALL      _Lcd_Chr+0
;lm35.c,37 :: 		LCD_chr(2,4,'.');
0x07B6	0xE2BE    	LDI        R27, 46
0x07B8	0x2E4B    	MOV        R4, R27
0x07BA	0xE0B4    	LDI        R27, 4
0x07BC	0x2E3B    	MOV        R3, R27
0x07BE	0xE0B2    	LDI        R27, 2
0x07C0	0x2E2B    	MOV        R2, R27
0x07C2	0xDF52    	RCALL      _Lcd_Chr+0
;lm35.c,38 :: 		LCD_Chr(2,5,arr[res%10]);
0x07C4	0xE04A    	LDI        R20, 10
0x07C6	0xE050    	LDI        R21, 0
0x07C8	0x8108    	LDD        R16, Y+0
0x07CA	0x8119    	LDD        R17, Y+1
0x07CC	0xDD1F    	RCALL      _Div_16x16_S+0
0x07CE	0x018C    	MOVW       R16, R24
0x07D0	0xE620    	LDI        R18, lo_addr(_arr+0)
0x07D2	0xE030    	LDI        R19, hi_addr(_arr+0)
0x07D4	0x01F8    	MOVW       R30, R16
0x07D6	0x0FE2    	ADD        R30, R18
0x07D8	0x1FF3    	ADC        R31, R19
0x07DA	0x8100    	LD         R16, Z
0x07DC	0x2E40    	MOV        R4, R16
0x07DE	0xE0B5    	LDI        R27, 5
0x07E0	0x2E3B    	MOV        R3, R27
0x07E2	0xE0B2    	LDI        R27, 2
0x07E4	0x2E2B    	MOV        R2, R27
0x07E6	0xDF40    	RCALL      _Lcd_Chr+0
;lm35.c,40 :: 		LCD_Out(2,7,"Centi.");
0x07E8	0xE6BB    	LDI        R27, lo_addr(?lstr2_lm35+0)
0x07EA	0x2E4B    	MOV        R4, R27
0x07EC	0xE0B0    	LDI        R27, hi_addr(?lstr2_lm35+0)
0x07EE	0x2E5B    	MOV        R5, R27
0x07F0	0xE0B7    	LDI        R27, 7
0x07F2	0x2E3B    	MOV        R3, R27
0x07F4	0xE0B2    	LDI        R27, 2
0x07F6	0x2E2B    	MOV        R2, R27
0x07F8	0xDDC3    	RCALL      _Lcd_Out+0
;lm35.c,41 :: 		}
0x07FA	0xCF8E    	RJMP       L_main0
;lm35.c,43 :: 		}
L_end_main:
L__main_end_loop:
0x07FC	0xCFFF    	RJMP       L__main_end_loop
; end of _main
_Lcd_Init:
;__Lib_Lcd.c,84 :: 		
;__Lib_Lcd.c,86 :: 		
0x040E	0x003591B0  	LDS        R27, LCD_EN+0
0x0412	0x7FBD    	CBR        R27, 2
0x0414	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,87 :: 		
0x0418	0x003591B0  	LDS        R27, LCD_RS+0
0x041C	0x7FBE    	CBR        R27, 1
0x041E	0x003593B0  	STS        LCD_RS+0, R27
;__Lib_Lcd.c,88 :: 		
0x0422	0x003591B0  	LDS        R27, LCD_D7+0
0x0426	0x7DBF    	CBR        R27, 32
0x0428	0x003593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,89 :: 		
0x042C	0x003591B0  	LDS        R27, LCD_D6+0
0x0430	0x7EBF    	CBR        R27, 16
0x0432	0x003593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,90 :: 		
0x0436	0x003591B0  	LDS        R27, LCD_D5+0
0x043A	0x7FB7    	CBR        R27, 8
0x043C	0x003593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,91 :: 		
0x0440	0x003591B0  	LDS        R27, LCD_D4+0
0x0444	0x7FBB    	CBR        R27, 4
0x0446	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,93 :: 		
0x044A	0x003491B0  	LDS        R27, LCD_EN_Direction+0
0x044E	0x60B2    	SBR        R27, 2
0x0450	0x003493B0  	STS        LCD_EN_Direction+0, R27
;__Lib_Lcd.c,94 :: 		
0x0454	0x003491B0  	LDS        R27, LCD_RS_Direction+0
0x0458	0x60B1    	SBR        R27, 1
0x045A	0x003493B0  	STS        LCD_RS_Direction+0, R27
;__Lib_Lcd.c,95 :: 		
0x045E	0x003491B0  	LDS        R27, LCD_D4_Direction+0
0x0462	0x60B4    	SBR        R27, 4
0x0464	0x003493B0  	STS        LCD_D4_Direction+0, R27
;__Lib_Lcd.c,96 :: 		
0x0468	0x003491B0  	LDS        R27, LCD_D5_Direction+0
0x046C	0x60B8    	SBR        R27, 8
0x046E	0x003493B0  	STS        LCD_D5_Direction+0, R27
;__Lib_Lcd.c,97 :: 		
0x0472	0x003491B0  	LDS        R27, LCD_D6_Direction+0
0x0476	0x61B0    	SBR        R27, 16
0x0478	0x003493B0  	STS        LCD_D6_Direction+0, R27
;__Lib_Lcd.c,98 :: 		
0x047C	0x003491B0  	LDS        R27, LCD_D7_Direction+0
0x0480	0x62B0    	SBR        R27, 32
0x0482	0x003493B0  	STS        LCD_D7_Direction+0, R27
;__Lib_Lcd.c,100 :: 		
0x0486	0xDE72    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,101 :: 		
0x0488	0xDE71    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,102 :: 		
0x048A	0xDE70    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,105 :: 		
0x048C	0x003591B0  	LDS        R27, LCD_D5+0
0x0490	0x60B8    	SBR        R27, 8
0x0492	0x003593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,106 :: 		
0x0496	0x003591B0  	LDS        R27, LCD_D4+0
0x049A	0x60B4    	SBR        R27, 4
0x049C	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,107 :: 		
0x04A0	0x003591B0  	LDS        R27, LCD_EN+0
0x04A4	0x60B2    	SBR        R27, 2
0x04A6	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,108 :: 		
0x04AA	0xDE5B    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,109 :: 		
0x04AC	0x003591B0  	LDS        R27, LCD_EN+0
0x04B0	0x7FBD    	CBR        R27, 2
0x04B2	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,110 :: 		
0x04B6	0xDE5A    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,112 :: 		
0x04B8	0x003591B0  	LDS        R27, LCD_EN+0
0x04BC	0x60B2    	SBR        R27, 2
0x04BE	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,113 :: 		
0x04C2	0xDE4F    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,114 :: 		
0x04C4	0x003591B0  	LDS        R27, LCD_EN+0
0x04C8	0x7FBD    	CBR        R27, 2
0x04CA	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,115 :: 		
0x04CE	0xDE4E    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,117 :: 		
0x04D0	0x003591B0  	LDS        R27, LCD_EN+0
0x04D4	0x60B2    	SBR        R27, 2
0x04D6	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,118 :: 		
0x04DA	0xDE43    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,119 :: 		
0x04DC	0x003591B0  	LDS        R27, LCD_EN+0
0x04E0	0x7FBD    	CBR        R27, 2
0x04E2	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,120 :: 		
0x04E6	0xDE42    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,123 :: 		
0x04E8	0x003591B0  	LDS        R27, LCD_D4+0
0x04EC	0x7FBB    	CBR        R27, 4
0x04EE	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,124 :: 		
0x04F2	0x003591B0  	LDS        R27, LCD_EN+0
0x04F6	0x60B2    	SBR        R27, 2
0x04F8	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,125 :: 		
0x04FC	0xDE32    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,126 :: 		
0x04FE	0x003591B0  	LDS        R27, LCD_EN+0
0x0502	0x7FBD    	CBR        R27, 2
0x0504	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,127 :: 		
0x0508	0xDE31    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,130 :: 		
0x050A	0x003591B0  	LDS        R27, LCD_EN+0
0x050E	0x60B2    	SBR        R27, 2
0x0510	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,131 :: 		
0x0514	0xDE26    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,132 :: 		
0x0516	0x003591B0  	LDS        R27, LCD_EN+0
0x051A	0x7FBD    	CBR        R27, 2
0x051C	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,134 :: 		
0x0520	0x003591B0  	LDS        R27, LCD_D5+0
0x0524	0x7FB7    	CBR        R27, 8
0x0526	0x003593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,135 :: 		
0x052A	0x003591B0  	LDS        R27, LCD_D7+0
0x052E	0x62B0    	SBR        R27, 32
0x0530	0x003593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,136 :: 		
0x0534	0x003591B0  	LDS        R27, LCD_EN+0
0x0538	0x60B2    	SBR        R27, 2
0x053A	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,137 :: 		
0x053E	0xDE11    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,138 :: 		
0x0540	0x003591B0  	LDS        R27, LCD_EN+0
0x0544	0x7FBD    	CBR        R27, 2
0x0546	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,139 :: 		
0x054A	0xDE10    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,142 :: 		
0x054C	0x003591B0  	LDS        R27, LCD_D7+0
0x0550	0x7DBF    	CBR        R27, 32
0x0552	0x003593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,143 :: 		
0x0556	0x003591B0  	LDS        R27, LCD_D4+0
0x055A	0x60B4    	SBR        R27, 4
0x055C	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,144 :: 		
0x0560	0x003591B0  	LDS        R27, LCD_EN+0
0x0564	0x60B2    	SBR        R27, 2
0x0566	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,145 :: 		
0x056A	0xDDFB    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,146 :: 		
0x056C	0x003591B0  	LDS        R27, LCD_EN+0
0x0570	0x7FBD    	CBR        R27, 2
0x0572	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,148 :: 		
0x0576	0x003591B0  	LDS        R27, LCD_D4+0
0x057A	0x7FBB    	CBR        R27, 4
0x057C	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,149 :: 		
0x0580	0x003591B0  	LDS        R27, LCD_EN+0
0x0584	0x60B2    	SBR        R27, 2
0x0586	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,150 :: 		
0x058A	0xDDEB    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,151 :: 		
0x058C	0x003591B0  	LDS        R27, LCD_EN+0
0x0590	0x7FBD    	CBR        R27, 2
0x0592	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,152 :: 		
0x0596	0xDDEA    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,155 :: 		
0x0598	0x003591B0  	LDS        R27, LCD_EN+0
0x059C	0x60B2    	SBR        R27, 2
0x059E	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,156 :: 		
0x05A2	0xDDDF    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,157 :: 		
0x05A4	0x003591B0  	LDS        R27, LCD_EN+0
0x05A8	0x7FBD    	CBR        R27, 2
0x05AA	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,159 :: 		
0x05AE	0x003591B0  	LDS        R27, LCD_D4+0
0x05B2	0x60B4    	SBR        R27, 4
0x05B4	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,160 :: 		
0x05B8	0x003591B0  	LDS        R27, LCD_EN+0
0x05BC	0x60B2    	SBR        R27, 2
0x05BE	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,161 :: 		
0x05C2	0xDDCF    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,162 :: 		
0x05C4	0x003591B0  	LDS        R27, LCD_EN+0
0x05C8	0x7FBD    	CBR        R27, 2
0x05CA	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,163 :: 		
0x05CE	0xDDCE    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,166 :: 		
0x05D0	0x003591B0  	LDS        R27, LCD_D4+0
0x05D4	0x7FBB    	CBR        R27, 4
0x05D6	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,167 :: 		
0x05DA	0x003591B0  	LDS        R27, LCD_EN+0
0x05DE	0x60B2    	SBR        R27, 2
0x05E0	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,168 :: 		
0x05E4	0xDDBE    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,169 :: 		
0x05E6	0x003591B0  	LDS        R27, LCD_EN+0
0x05EA	0x7FBD    	CBR        R27, 2
0x05EC	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,171 :: 		
0x05F0	0x003591B0  	LDS        R27, LCD_D7+0
0x05F4	0x62B0    	SBR        R27, 32
0x05F6	0x003593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,172 :: 		
0x05FA	0x003591B0  	LDS        R27, LCD_D6+0
0x05FE	0x61B0    	SBR        R27, 16
0x0600	0x003593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,173 :: 		
0x0604	0x003591B0  	LDS        R27, LCD_D5+0
0x0608	0x60B8    	SBR        R27, 8
0x060A	0x003593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,174 :: 		
0x060E	0x003591B0  	LDS        R27, LCD_D4+0
0x0612	0x60B4    	SBR        R27, 4
0x0614	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,175 :: 		
0x0618	0x003591B0  	LDS        R27, LCD_EN+0
0x061C	0x60B2    	SBR        R27, 2
0x061E	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,176 :: 		
0x0622	0xDD9F    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,177 :: 		
0x0624	0x003591B0  	LDS        R27, LCD_EN+0
0x0628	0x7FBD    	CBR        R27, 2
0x062A	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,179 :: 		
0x062E	0xDD9E    	RCALL      _Delay_5500us+0
;__Lib_Lcd.c,181 :: 		
0x0630	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0634	0x60B1    	SBR        R27, 1
0x0636	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x063A	0x9508    	RET
; end of _Lcd_Init
_Delay_5500us:
;__Lib_Delays.c,30 :: 		void Delay_5500us() {
;__Lib_Delays.c,31 :: 		Delay_us(5500);
0x016C	0xE713    	LDI        R17, 115
0x016E	0xE408    	LDI        R16, 72
L_Delay_5500us12:
0x0170	0x950A    	DEC        R16
0x0172	0xF7F1    	BRNE       L_Delay_5500us12
0x0174	0x951A    	DEC        R17
0x0176	0xF7E1    	BRNE       L_Delay_5500us12
0x0178	0x0000    	NOP
;__Lib_Delays.c,32 :: 		}
L_end_Delay_5500us:
0x017A	0x9508    	RET
; end of _Delay_5500us
_Delay_1us:
;__Lib_Delays.c,6 :: 		void Delay_1us() {
;__Lib_Delays.c,7 :: 		Delay_us(1);
0x0162	0xE005    	LDI        R16, 5
L_Delay_1us0:
0x0164	0x950A    	DEC        R16
0x0166	0xF7F1    	BRNE       L_Delay_1us0
0x0168	0x0000    	NOP
;__Lib_Delays.c,8 :: 		}
L_end_Delay_1us:
0x016A	0x9508    	RET
; end of _Delay_1us
_ADC_Init:
;__Lib_ADC.c,14 :: 		
;__Lib_ADC.c,15 :: 		
0x063C	0xE9B4    	LDI        R27, lo_addr(_ADC_Get_Sample+0)
0x063E	0x007E93B0  	STS        _ADC_Get_Sample_Ptr+0, R27
0x0642	0xE0B0    	LDI        R27, hi_addr(_ADC_Get_Sample+0)
0x0644	0x007F93B0  	STS        _ADC_Get_Sample_Ptr+1, R27
;__Lib_ADC.c,16 :: 		
0x0648	0xE8B7    	LDI        R27, 135
0x064A	0xB9B6    	OUT        ADCSRA+0, R27
;__Lib_ADC.c,22 :: 		
0x064C	0xE0B0    	LDI        R27, 0
0x064E	0xB9B7    	OUT        ADMUX+0, R27
;__Lib_ADC.c,25 :: 		
L_end_ADC_Init:
0x0650	0x9508    	RET
; end of _ADC_Init
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x02BC	0xFA27    	BST        R2, 7
0x02BE	0x003591B0  	LDS        R27, LCD_D7+0
0x02C2	0xF9B5    	BLD        R27, 5
0x02C4	0x003593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,21 :: 		
0x02C8	0xFA26    	BST        R2, 6
0x02CA	0x003591B0  	LDS        R27, LCD_D6+0
0x02CE	0xF9B4    	BLD        R27, 4
0x02D0	0x003593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,22 :: 		
0x02D4	0xFA25    	BST        R2, 5
0x02D6	0x003591B0  	LDS        R27, LCD_D5+0
0x02DA	0xF9B3    	BLD        R27, 3
0x02DC	0x003593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,23 :: 		
0x02E0	0xFA24    	BST        R2, 4
0x02E2	0x003591B0  	LDS        R27, LCD_D4+0
0x02E6	0xF9B2    	BLD        R27, 2
0x02E8	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,25 :: 		
0x02EC	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x02F0	0x00359000  	LDS        R0, LCD_RS+0
0x02F4	0x94E8    	CLT
0x02F6	0xFFB0    	SBRS       R27, 0
0x02F8	0x9468    	SET
0x02FA	0xF800    	BLD        R0, 0
0x02FC	0x00359200  	STS        LCD_RS+0, R0
;__Lib_Lcd.c,28 :: 		
0x0300	0x003591B0  	LDS        R27, LCD_EN+0
0x0304	0x60B2    	SBR        R27, 2
0x0306	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,29 :: 		
0x030A	0xDF2B    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,30 :: 		
0x030C	0x003591B0  	LDS        R27, LCD_EN+0
0x0310	0x7FBD    	CBR        R27, 2
0x0312	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,33 :: 		
0x0316	0xFA23    	BST        R2, 3
0x0318	0x003591B0  	LDS        R27, LCD_D7+0
0x031C	0xF9B5    	BLD        R27, 5
0x031E	0x003593B0  	STS        LCD_D7+0, R27
;__Lib_Lcd.c,34 :: 		
0x0322	0xFA22    	BST        R2, 2
0x0324	0x003591B0  	LDS        R27, LCD_D6+0
0x0328	0xF9B4    	BLD        R27, 4
0x032A	0x003593B0  	STS        LCD_D6+0, R27
;__Lib_Lcd.c,35 :: 		
0x032E	0xFA21    	BST        R2, 1
0x0330	0x003591B0  	LDS        R27, LCD_D5+0
0x0334	0xF9B3    	BLD        R27, 3
0x0336	0x003593B0  	STS        LCD_D5+0, R27
;__Lib_Lcd.c,36 :: 		
0x033A	0xFA20    	BST        R2, 0
0x033C	0x003591B0  	LDS        R27, LCD_D4+0
0x0340	0xF9B2    	BLD        R27, 2
0x0342	0x003593B0  	STS        LCD_D4+0, R27
;__Lib_Lcd.c,38 :: 		
0x0346	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x034A	0x00359000  	LDS        R0, LCD_RS+0
0x034E	0x94E8    	CLT
0x0350	0xFFB0    	SBRS       R27, 0
0x0352	0x9468    	SET
0x0354	0xF800    	BLD        R0, 0
0x0356	0x00359200  	STS        LCD_RS+0, R0
;__Lib_Lcd.c,40 :: 		
0x035A	0x003591B0  	LDS        R27, LCD_EN+0
0x035E	0x60B2    	SBR        R27, 2
0x0360	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,41 :: 		
0x0364	0xDEFE    	RCALL      _Delay_1us+0
;__Lib_Lcd.c,42 :: 		
0x0366	0x003591B0  	LDS        R27, LCD_EN+0
0x036A	0x7FBD    	CBR        R27, 2
0x036C	0x003593B0  	STS        LCD_EN+0, R27
;__Lib_Lcd.c,44 :: 		
0x0370	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0374	0xFFB0    	SBRS       R27, 0
